"resourcename","resourcetype","resourcegroup","subscriptionname","recommendationdisplayname","state","severity"
"st2w3562","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3563","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3564","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3566","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3572","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3573","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3574","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3575","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3582","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3583","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3584","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3585","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3587","virtualmachines","st-blueprism-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10086","virtualmachines","st-causeway-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10007","virtualmachines","st-cdcautocad-dev-uks-rg-asr","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10135","virtualmachines","st-cdppoc1-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10154","virtualmachines","st-click-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"testcmpqa","virtualmachines","st-cmp-projqa-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st1w1637","virtualmachines","st-cmpdevworkstation-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3158","virtualmachines","st-cmpproj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3438","virtualmachines","st-cmpproj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w3152","virtualmachines","st-cmpproj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w3438","virtualmachines","st-cmpproj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10050","virtualmachines","st-ctximage-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w19008","virtualmachines","st-ctxmachine-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10146","virtualmachines","st-ctxmgmtpreprod-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10147","virtualmachines","st-ctxmgmtpreprod-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w20050","virtualmachines","st-ctxprofile-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w19011","virtualmachines","st-ctxserver2019-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10052","virtualmachines","st-datastore-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10083","virtualmachines","st-datastore-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w20053","virtualmachines","st-datastore-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10056","virtualmachines","st-datastore-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10053","virtualmachines","st-datastore-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10056","virtualmachines","st-datastore-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10051","virtualmachines","st-dcp-dynamics-nonprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10057","virtualmachines","st-deviibws-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3l10140","virtualmachines","st-devops-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3l10141","virtualmachines","st-devops-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3l10142","virtualmachines","st-devops-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10144","virtualmachines","st-devops-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10150","virtualmachines","st-devops-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w3054","virtualmachines","st-dwsp-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3054","virtualmachines","st-dwsp-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3054","virtualmachines","st-dwsp-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3356","virtualmachines","st-eda-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3357","virtualmachines","st-eda-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3359","virtualmachines","st-eda-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3360","virtualmachines","st-eda-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3361","virtualmachines","st-eda-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3362","virtualmachines","st-eda-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4l19456","virtualmachines","st-friday-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4l19457","virtualmachines","st-friday-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10028","virtualmachines","st-gisstdb-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10124","virtualmachines","st-infoworks-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10125","virtualmachines","st-infoworks-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3538","virtualmachines","st-kofaxcapture-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w30001","virtualmachines","st-nap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w30002","virtualmachines","st-nap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w30003","virtualmachines","st-nap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10128","virtualmachines","st-nap-manager-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10116","virtualmachines","st-nap-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10126","virtualmachines","st-nap-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2l10084","virtualmachines","st-netbase-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10020","virtualmachines","st-netbase-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10021","virtualmachines","st-netbase-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"linvmpoc","virtualmachines","st-netbase-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3l10083","virtualmachines","st-netbase-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10025","virtualmachines","st-netbase-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10026","virtualmachines","st-netbase-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4l10011","virtualmachines","st-oracledatastore-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2l10004","virtualmachines","st-oracledatastore-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3010","virtualmachines","st-quislite-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3107","virtualmachines","st-samplemanager-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3108","virtualmachines","st-samplemanager-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4l10096","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10094","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10095","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10098","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10099","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10100","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10101","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10102","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10103","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10104","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10105","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10106","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10107","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10109","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10110","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10111","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10112","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10130","virtualmachines","st-sap-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w10132","virtualmachines","st-sap-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"lvsb4w01","virtualmachines","st-sappoc-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10010","virtualmachines","st-sappoc-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10011","virtualmachines","st-sappoc-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10012","virtualmachines","st-sappoc-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10033","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10034","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10035","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10036","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10038","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10039","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10040","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10041","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10042","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10043","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10044","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10045","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10047","virtualmachines","st-sapprj-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10058","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10059","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10061","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10062","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10063","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10064","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10065","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10066","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10067","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10068","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10069","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10070","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10071","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10072","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10074","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w10075","virtualmachines","st-sapprj-test-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3043","virtualmachines","st-starlims-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3349","virtualmachines","st-storm-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3350","virtualmachines","st-storm-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3349","virtualmachines","st-storm-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3350","virtualmachines","st-storm-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st3w3350","virtualmachines","st-storm-uat-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3092","virtualmachines","st-stuca-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3092","virtualmachines","st-stuca-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3308","virtualmachines","st-swim-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3334","virtualmachines","st-swim-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w3338","virtualmachines","st-swim-devtest-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w40003","virtualmachines","st-symantecpoc-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4l10156","virtualmachines","st-target-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4l10157","virtualmachines","st-target-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10159","virtualmachines","st-target-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st4w10152","virtualmachines","st-tosca-dev-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2l3040","virtualmachines","st-totalview-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
"st2w3105","virtualmachines","st-totalview-preprod-neu-rg","non-production","vulnerabilities in security configuration on your machines should be remediated","unhealthy","low"
